order_id,user_id,restaurant_id,date,rating
834,6276,275,2024-07-30,2
837,2758,497,2024-08-16,4
839,7448,441,2024-07-13,4
845,6093,311,2024-04-06,2
853,4829,468,2024-11-30,1
862,9809,132,2024-07-22,1
867,2724,327,2024-09-29,3
871,8019,274,2024-09-13,1
874,8694,312,2024-08-13,5
879,7136,499,2024-10-17,4
894,6981,398,2024-04-03,4
895,9684,19,2024-02-21,5
896,7768,444,2024-03-12,2
897,9590,95,2024-08-02,2
899,8923,231,2024-11-30,3
900,1799,487,2024-01-20,5
915,8358,446,2024-08-13,4
920,2759,144,2024-12-27,5
924,382,461,2024-08-09,1
927,7617,438,2024-06-01,2
929,6456,47,2024-01-13,4
933,7403,494,2024-02-28,5
942,5984,181,2024-08-20,2
944,7374,25,2024-09-04,2
946,8322,127,2024-10-06,3
949,4603,301,2024-02-28,1
954,859,401,2024-04-24,3
955,2938,131,2024-09-29,4
956,8448,313,2024-10-03,4
957,2698,267,2024-06-15,2
959,4344,129,2024-08-08,4
962,8116,374,2024-08-04,4
970,502,309,2024-02-16,1
971,2545,369,2024-03-24,3
972,6490,91,2024-07-21,4
980,3365,469,2024-07-25,3
982,3655,403,2024-05-30,4
984,8713,228,2024-08-01,4
989,8282,338,2024-08-30,2
991,494,410,2024-12-14,4
1003,3635,434,2024-05-17,5
1017,9955,453,2024-07-06,3
1025,9537,99,2024-01-26,4
1030,834,90,2024-09-07,2
1036,1731,138,2024-01-05,4
1038,4312,390,2024-07-14,5
1045,182,97,2024-12-27,4
1050,1484,378,2024-11-06,5
1053,6947,157,2024-04-08,5
1054,4108,270,2024-11-24,3
1056,8014,289,2024-02-29,3
1058,1707,176,2024-10-27,1
1059,5240,10,2024-08-30,4
1071,8290,274,2024-06-17,1
1082,4700,111,2024-06-07,5
1093,3913,414,2024-08-20,3
1096,3739,178,2024-10-10,4
1097,2937,453,2024-07-04,3
1099,8813,357,2024-09-07,5
1100,8988,263,2024-04-19,5
1101,1185,169,2024-03-07,3
1103,6554,394,2024-06-02,3
1107,3447,423,2024-04-16,1
1110,7148,37,2024-05-21,1
1112,9344,303,2024-08-03,3
1117,8451,134,2024-08-23,5
1118,6990,429,2024-03-29,2
1138,1906,4,2024-12-14,1
1147,9808,48,2024-01-29,4
1149,7225,264,2024-02-22,2
1150,2265,89,2024-03-14,3
1152,1378,238,2024-05-17,3
1156,4216,197,2024-10-16,2
1157,7095,52,2024-05-23,5
1160,6427,241,2024-11-25,4
1167,9668,393,2024-07-27,4
1177,9671,104,2024-11-06,3
1178,7373,83,2024-05-20,2
1179,4580,140,2024-11-16,4
1181,2585,438,2024-05-14,4
1187,890,147,2024-12-10,2
1188,1829,79,2024-01-24,4
1195,8573,20,2024-07-17,4
1196,8089,400,2024-02-02,4
1202,9540,315,2024-07-05,5
1206,2705,139,2024-11-14,2
1207,2307,434,2024-04-16,4
1209,6884,47,2024-01-08,3
1213,8047,395,2024-10-05,2
1215,6649,280,2024-08-01,4
1219,1640,150,2024-05-24,1
1220,3758,123,2024-12-31,3
1223,3396,372,2024-03-15,3
1226,3907,317,2024-02-04,5
1238,1624,307,2024-11-22,4
1248,1340,171,2024-08-08,3
1249,9234,453,2024-06-21,4
1252,7068,213,2024-10-01,4
1257,342,190,2024-10-11,4
1272,7133,218,2024-02-29,4
1277,111,446,2024-02-17,3
1279,3272,407,2024-05-23,4
1281,8022,396,2024-05-13,3
1286,2662,34,2024-11-25,2
1291,6934,330,2024-07-01,3
1294,3950,445,2024-08-24,1
1296,7708,363,2024-08-23,5
1297,9925,211,2024-10-10,2
1298,9290,119,2024-09-03,3
1302,7870,434,2024-11-15,4
1305,5197,200,2024-02-19,4
1309,3285,161,2024-08-21,2
1311,7209,117,2024-02-04,5
1312,9730,36,2024-11-30,1
1320,4777,46,2024-06-18,3
1321,4967,497,2024-08-15,4
1324,649,267,2024-09-17,2
1325,3380,235,2024-05-15,1
1327,6371,187,2024-08-27,3
1328,7430,389,2024-03-02,3
1330,9783,97,2024-01-25,4
1333,988,453,2024-02-26,4
1339,9631,459,2024-09-23,5
1346,33,307,2024-11-01,5
1350,6444,128,2024-11-16,4
1356,9178,491,2024-12-25,5
1376,2508,114,2024-05-03,1
1386,4986,67,2024-10-20,4
1387,932,499,2024-02-05,4
1390,7271,2,2024-09-18,4
1391,3591,465,2024-09-28,2
1393,7368,355,2024-09-16,2
1394,3033,219,2024-10-27,5
1399,3518,307,2024-12-01,5
1400,2324,102,2024-08-09,4
1403,2779,258,2024-02-23,5
1416,4230,218,2024-04-14,3
1418,2542,366,2024-12-25,4
1422,233,399,2024-05-19,5
1423,540,260,2024-03-31,2
1432,1497,454,2024-03-29,3
1437,8574,55,2024-09-24,3
1440,6665,346,2024-06-19,3
1443,3863,108,2024-12-30,2
1458,3506,214,2024-02-12,4
1464,7020,294,2024-01-19,3
1466,847,345,2024-12-18,3
1470,1120,50,2024-05-21,1
1471,483,408,2024-09-12,4
1474,5989,380,2024-11-16,3
1476,7800,86,2024-03-28,2
1478,2869,232,2024-06-11,3
1480,5748,346,2024-09-02,4
1486,2119,144,2024-01-30,3
1488,2352,452,2024-08-09,5
1493,2856,138,2024-03-11,4
1497,3019,140,2024-02-07,4
1501,8844,65,2024-02-23,4
1505,3064,490,2024-08-20,4
1513,2092,197,2024-05-02,1
1514,4460,339,2024-05-02,4
1515,1326,385,2024-07-18,4
1516,9752,318,2024-06-16,5
1520,6735,287,2024-03-29,1
1523,6521,378,2024-09-08,3
1527,5170,301,2024-06-12,1
1528,5165,200,2024-02-03,2
1530,5478,332,2024-11-17,3
1532,7022,437,2024-07-06,2
1537,6186,77,2024-05-23,2
1538,9435,362,2024-03-26,4
1539,6970,274,2024-12-15,2
1541,2249,276,2024-04-06,4
1544,6007,368,2024-02-07,4
1549,8618,434,2024-04-08,3
1557,8564,372,2024-02-27,4
1559,6694,96,2024-08-20,2
1560,4061,469,2024-01-31,3
1561,7285,118,2024-12-10,4
1564,484,263,2024-08-28,5
1569,8314,441,2024-07-30,3
1570,136,95,2024-08-14,2
1585,846,96,2024-07-14,1
1587,9437,483,2024-01-08,4
1589,412,22,2024-02-08,4
1592,3779,390,2024-09-23,1
1596,4281,199,2024-05-10,4
1600,1603,328,2024-01-20,1
1605,533,251,2024-06-11,1
1610,7033,496,2024-05-18,2
1616,7577,314,2024-04-03,4
1617,5788,220,2024-05-14,1
1637,8315,160,2024-10-16,4
1646,6643,197,2024-10-08,2
1648,9834,421,2024-12-15,1
1649,6196,336,2024-01-25,2
1653,5171,142,2024-01-28,2
1656,1224,442,2024-10-03,4
1658,976,485,2024-03-07,5
1659,5608,307,2024-03-10,4
1665,4625,485,2024-03-18,1
1670,7041,139,2024-06-20,2
1671,2082,491,2024-05-14,3
1672,6068,350,2024-07-09,4
1673,5738,391,2024-05-09,5
1675,7850,173,2024-01-08,4
1677,7054,270,2024-01-13,2
1678,4304,7,2024-12-10,3
1680,6749,304,2024-01-22,3
1684,8444,81,2024-09-18,5
1686,7503,470,2024-04-26,4
1691,7590,459,2024-10-15,4
1693,5915,349,2024-12-12,3
1694,8368,254,2024-06-06,4
1698,8140,364,2024-09-28,3
1702,3329,179,2024-05-15,4
1705,6043,370,2024-09-07,1
1708,8831,290,2024-11-08,5
1716,162,148,2024-10-23,3
1718,1933,233,2024-07-07,2
1721,8210,212,2024-03-09,2
1723,1610,327,2024-12-11,4
1726,583,212,2024-05-15,1
1732,7238,167,2024-09-09,3
1733,8423,181,2024-03-04,4
1740,1431,159,2024-01-16,2
1742,2119,208,2024-08-01,5
1746,8488,174,2024-10-24,2
1747,9756,380,2024-05-22,3
1748,6182,96,2024-12-04,1
1755,655,376,2024-11-18,4
1756,1484,443,2024-02-04,1
1760,4625,179,2024-11-19,1
1762,9204,23,2024-09-08,2
1768,5314,412,2024-06-09,3
1778,3034,477,2024-10-18,1
1782,5687,103,2024-05-28,2
1784,7311,321,2024-01-20,4
1785,8925,42,2024-04-15,5
1794,8261,29,2024-09-27,4
1795,9963,149,2024-04-24,4
1802,6349,7,2024-03-23,1
1804,5648,308,2024-02-29,5
1805,1681,148,2024-11-07,2
1806,3719,94,2024-10-26,5
1807,1204,108,2024-04-15,2
1814,4827,40,2024-12-31,3
1815,2018,212,2024-07-11,2
1823,6480,392,2024-07-31,4
1830,6906,229,2024-07-02,3
1835,5204,250,2024-08-04,5
1839,9304,301,2024-01-23,2
1852,5103,247,2024-01-03,1
1859,8802,363,2024-12-02,3
1863,8325,498,2024-04-06,3
1872,1542,22,2024-09-05,3
1874,2173,3,2024-08-28,2
1879,615,403,2024-09-26,1
1884,1334,225,2024-05-15,4
1887,3926,85,2024-08-29,1
1899,7809,97,2024-05-16,4
1905,9647,450,2024-06-20,2
1906,8053,41,2024-07-30,4
1909,1413,194,2024-05-17,4
1911,2281,94,2024-01-27,3
1919,1474,351,2024-09-22,1
1923,8666,221,2024-06-22,2
1925,8215,365,2024-06-23,5
1928,1878,167,2024-10-19,5
1929,2027,76,2024-12-17,1
1940,8051,46,2024-05-30,4
1944,7955,39,2024-06-27,4
1949,2587,103,2024-03-31,2
1953,6824,363,2024-08-24,3
1957,7476,472,2024-12-02,4
1959,7503,408,2024-11-05,3
1965,3810,247,2024-01-16,1
1968,8334,440,2024-01-26,3
1979,9377,108,2024-09-22,2
1986,268,90,2024-09-03,4
1989,9868,262,2024-04-23,3
1991,7770,493,2024-07-31,4
1994,7414,353,2024-04-23,3
1995,184,73,2024-08-11,1
1999,5505,255,2024-09-30,3
2003,3766,200,2024-08-03,3
2004,2650,35,2024-01-07,2
2011,4634,90,2024-11-20,3
2014,5202,129,2024-08-19,4
2024,3582,116,2024-05-19,1
2026,6695,238,2024-04-01,4
2030,2871,22,2024-10-09,4
2034,9735,414,2024-12-12,5
2035,54,237,2024-01-21,5
2037,6248,248,2024-09-14,5
2045,6301,262,2024-03-23,4
2046,1885,356,2024-11-22,4
2048,8262,404,2024-02-09,4
2058,7644,189,2024-09-04,4
2059,8521,443,2024-10-10,2
2060,9918,5,2024-07-23,5
2068,5267,79,2024-01-14,1
2069,7252,402,2024-09-30,3
2080,8685,104,2024-03-27,3
2083,8655,264,2024-11-08,1
2084,8972,255,2024-12-16,3
2085,5384,443,2024-09-27,1
2088,9605,296,2024-12-03,5
2090,6679,65,2024-06-15,1
2092,1728,363,2024-12-03,3
2095,6725,436,2024-06-07,2
2099,8210,264,2024-01-10,4
2101,6824,440,2024-12-21,3
2104,1805,170,2024-05-21,3
2105,2277,91,2024-09-09,5
2109,3454,73,2024-01-26,1
2118,4654,446,2024-01-05,4
2120,2371,492,2024-03-23,2
2123,4034,84,2024-04-09,2
2131,6112,420,2024-10-25,3
2133,4919,22,2024-05-22,4
2134,4365,140,2024-02-09,2
2140,9489,196,2024-09-30,3
2142,1725,9,2024-11-13,1
2152,5331,395,2024-06-27,3
2153,8564,452,2024-07-21,2
2162,3824,257,2024-09-28,3
2170,3135,176,2024-01-21,2
2171,537,496,2024-10-05,3
2172,9333,409,2024-10-19,4
2185,9807,173,2024-10-09,4
2186,2326,4,2024-09-27,3
2192,403,485,2024-03-26,3
2194,4476,370,2024-04-08,2
2198,954,317,2024-03-28,1
2203,5146,395,2024-09-07,3
2212,6244,408,2024-09-30,5
2214,6887,376,2024-04-06,3
2215,5487,175,2024-12-26,2
2223,6114,61,2024-12-17,1
2224,9259,294,2024-09-30,1
2226,854,129,2024-04-18,3
2227,1232,403,2024-07-05,3
2230,749,202,2024-07-07,1
2232,3097,462,2024-08-20,5
2237,7240,156,2024-08-22,4
2239,3515,145,2024-04-07,3
2249,4235,390,2024-09-26,5
2259,1000,285,2024-07-06,4
2264,5177,245,2024-12-20,4
2267,4478,57,2024-11-27,4
2270,1488,167,2024-01-25,4
2272,6821,30,2024-04-08,3
2274,1869,106,2024-03-19,3
2280,941,204,2024-11-21,1
2294,9220,140,2024-04-05,3
2301,5837,194,2024-04-15,3
2305,465,434,2024-02-24,3
2316,659,236,2024-11-07,4
2325,2330,157,2024-03-21,5
2331,4502,72,2024-02-02,4
2332,2393,384,2024-11-05,3
2336,9937,408,2024-07-05,5
2339,9376,385,2024-06-24,2
2343,9177,492,2024-08-25,1
2348,2924,228,2024-05-24,5
2349,8653,435,2024-08-20,3
2351,8,280,2024-11-23,4
2352,1988,453,2024-01-03,2
2363,7458,406,2024-12-25,1
2372,9627,246,2024-02-25,5
2374,2902,37,2024-05-20,1
2377,8798,346,2024-07-06,5
2378,8470,429,2024-09-30,1
2386,1068,356,2024-07-03,3
2397,5554,254,2024-05-10,3
2398,6670,325,2024-04-01,1
2399,3221,477,2024-02-11,4
2400,757,413,2024-10-28,3
2406,5310,44,2024-04-13,4
2412,7834,333,2024-01-19,2
2416,9696,9,2024-04-26,2
2421,1532,226,2024-11-25,5
2424,904,278,2024-05-06,2
2445,5283,114,2024-10-28,2
2448,2428,137,2024-01-11,4
2449,2819,192,2024-10-27,4
2453,758,129,2024-12-06,2
2454,9186,90,2024-11-12,4
2455,4973,443,2024-12-03,3
2456,5739,173,2024-10-07,4
2457,184,473,2024-10-09,1
2458,223,52,2024-06-22,3
2460,7957,416,2024-08-26,5
2463,3150,53,2024-11-12,4
2464,566,13,2024-05-15,3
2471,885,49,2024-07-21,4
2475,8108,296,2024-03-17,4
2477,2930,465,2024-03-09,4
2483,31,146,2024-02-15,1
2487,7212,364,2024-11-28,1
2494,4948,406,2024-09-28,5
2504,5042,189,2024-09-30,3
2505,5426,279,2024-03-20,1
2506,6242,460,2024-08-03,4
2510,3705,452,2024-09-18,3
2516,9264,212,2024-06-30,1
2518,504,199,2024-12-10,2
2521,5229,394,2024-06-24,4
2522,7259,251,2024-04-18,4
2523,2380,496,2024-05-20,2
2526,2,436,2024-03-03,2
2534,9076,290,2024-10-22,5
2542,8843,68,2024-09-22,5
2544,4282,181,2024-04-11,3
2547,1650,377,2024-05-02,4
2549,1818,226,2024-04-20,3
2550,2159,263,2024-02-17,5
2556,1810,325,2024-05-04,2
2558,8967,487,2024-11-03,4
2560,6706,312,2024-12-25,5
2567,1389,133,2024-06-26,4
2573,2549,74,2024-11-14,2
2575,99,127,2024-04-17,2
2581,9493,147,2024-11-29,1
2591,6654,390,2024-07-05,3
2594,71,372,2024-01-08,1
2597,8650,102,2024-03-02,3
2601,8190,464,2024-01-22,1
2604,4035,460,2024-03-19,3
2609,4712,268,2024-10-04,4
2611,9136,126,2024-05-10,3
2618,146,271,2024-11-19,1
2622,4126,296,2024-05-29,5
2623,9313,478,2024-06-25,2
2627,5169,183,2024-09-11,1
2629,3767,216,2024-02-25,4
2638,2026,47,2024-01-14,3
2645,8828,472,2024-02-23,2
2656,8936,298,2024-01-19,3
2664,51,234,2024-06-16,4
2668,5682,348,2024-05-09,3
2670,9952,425,2024-12-27,3
2671,1308,412,2024-11-04,5
2673,2887,67,2024-08-13,3
2676,1970,196,2024-06-05,1
2677,312,33,2024-12-09,4
2679,33,167,2024-07-07,3
2680,1797,498,2024-05-30,2
2681,2966,427,2024-10-23,2
2685,820,196,2024-05-11,1
2687,3326,60,2024-01-31,1
2693,6375,31,2024-02-10,3
2694,857,16,2024-06-09,1
2697,6653,231,2024-12-08,3
2701,5650,133,2024-06-30,2
2707,5206,348,2024-05-27,3
2718,5344,497,2024-07-30,3
2723,7391,392,2024-07-30,5
2728,5995,114,2024-08-07,3
2731,5833,447,2024-04-09,5
2733,3140,87,2024-02-10,2
2740,1621,393,2024-03-16,4
2742,1721,263,2024-02-29,5
2745,1973,57,2024-01-01,1
2746,721,302,2024-03-12,4
2754,9129,225,2024-05-31,3
2760,4331,178,2024-04-29,3
2761,5571,257,2024-12-28,3
2767,314,191,2024-09-15,4
2769,7802,220,2024-07-04,3
2772,7218,426,2024-12-08,2
2774,8917,32,2024-07-05,3
2775,7474,225,2024-01-10,5
2789,5158,114,2024-08-23,3
2791,1221,443,2024-01-23,4
2793,1970,344,2024-03-18,5
2795,7929,96,2024-09-01,3
2796,6221,458,2024-07-18,1
2801,9086,16,2024-03-09,4
2803,6753,223,2024-10-05,2
2804,7256,193,2024-04-15,2
2805,8065,300,2024-03-02,1
2806,1160,81,2024-02-11,4
2810,5421,203,2024-06-11,5
2817,6872,230,2024-07-20,4
2821,3402,274,2024-06-21,1
2827,6547,14,2024-02-10,1
2831,3437,68,2024-09-05,5
2834,1722,412,2024-01-22,3
2837,791,6,2024-12-13,2
2845,6813,349,2024-01-09,3
2847,4561,49,2024-04-26,4
2849,9669,40,2024-05-12,2
2850,6183,354,2024-09-27,1
2853,143,328,2024-06-13,1
2856,667,96,2024-02-07,2
2858,1534,216,2024-06-25,5
2860,4237,354,2024-12-19,1
2861,6217,309,2024-10-06,3
2872,4597,1,2024-02-26,5
2879,3616,115,2024-12-02,3
2883,6857,408,2024-11-26,5
2888,4616,453,2024-05-30,4
2890,8560,256,2024-10-09,3
2892,5135,116,2024-09-21,4
2893,6144,416,2024-04-24,5
2897,5862,200,2024-12-20,1
2898,982,131,2024-12-30,4
2899,3552,86,2024-05-24,3
2900,7168,432,2024-05-25,3
2909,9604,441,2024-10-08,4
2913,6411,222,2024-12-17,1
2917,4358,407,2024-11-23,1
2919,3921,394,2024-08-30,1
2923,5297,353,2024-07-01,5
2926,5528,14,2024-11-17,2
2927,5491,212,2024-10-02,1
2940,7569,442,2024-03-13,5
2956,5515,481,2024-03-01,5
2958,7822,460,2024-03-27,3
2961,8909,366,2024-12-08,1
2969,4876,203,2024-11-07,4
2970,9434,336,2024-10-16,1
2972,6262,298,2024-05-10,3
2973,2656,248,2024-09-22,1
2975,1139,414,2024-05-01,4
2976,8988,464,2024-10-29,2
2982,1916,410,2024-09-19,4
2984,3424,208,2024-04-30,3
2988,1113,221,2024-02-19,1
2990,2359,355,2024-09-28,4
2993,5417,101,2024-04-20,4
3005,1229,51,2024-11-09,3
3017,4606,308,2024-11-11,3
3018,1501,131,2024-12-26,4
3019,6201,214,2024-09-20,1
3023,5986,257,2024-01-13,4
3026,1559,362,2024-10-12,3
3028,1755,61,2024-11-28,2
3029,5102,456,2024-02-14,2
3033,4789,108,2024-01-31,2
3037,7286,356,2024-09-22,5
3042,7969,452,2024-05-24,3
3043,1318,265,2024-09-09,1
3053,9118,425,2024-09-02,4
3057,8269,14,2024-12-26,4
3058,5679,213,2024-08-04,1
3060,6850,115,2024-10-07,4
3061,6026,443,2024-06-17,3
3062,4401,249,2024-06-11,5
3063,3360,243,2024-03-18,2
3067,6449,468,2024-10-13,4
3069,5565,10,2024-03-17,4
3070,1994,118,2024-02-21,1
3072,6914,383,2024-09-04,1
3074,1152,272,2024-03-27,3
3077,9612,280,2024-04-03,3
3079,9141,9,2024-09-26,2
3083,6097,277,2024-08-14,3
3088,2046,243,2024-12-13,1
3089,3670,412,2024-06-03,2
3096,7243,77,2024-04-17,1
3099,5189,371,2024-09-21,1
3118,7312,62,2024-10-26,3
3121,310,199,2024-08-27,4
3124,8940,470,2024-06-26,4
3127,1825,369,2024-04-23,4
3130,7782,125,2024-11-29,4
3131,3882,388,2024-02-10,1
3133,9274,429,2024-09-13,2
3135,9878,183,2024-07-16,1
3137,9277,348,2024-01-23,4
3139,8919,452,2024-09-04,3
3144,5995,422,2024-05-28,1
3147,6553,145,2024-11-06,3
3148,6193,35,2024-11-02,2
3155,3827,90,2024-08-19,3
3157,8907,18,2024-04-11,4
3161,7961,152,2024-12-24,4
3166,1562,28,2024-12-09,4
3175,1214,46,2024-11-10,2
3185,3799,314,2024-06-28,3
3188,2590,385,2024-12-18,4
3194,1070,136,2024-05-25,5
3197,3864,119,2024-07-16,1
3201,3438,473,2024-10-18,4
3202,8431,444,2024-05-02,2
3208,7326,312,2024-10-28,5
3210,1878,48,2024-09-01,2
3216,3734,117,2024-09-10,3
3226,2385,477,2024-09-23,3
3229,170,58,2024-11-24,4
3230,2640,487,2024-12-12,5
3234,3706,311,2024-02-10,5
3241,4615,314,2024-05-07,2
3243,3270,473,2024-07-04,3
3245,5274,235,2024-09-23,2
3246,6237,160,2024-11-10,5
3248,8518,145,2024-02-26,3
3258,8720,100,2024-03-27,1
3269,5507,99,2024-09-07,1
3273,280,299,2024-12-06,4
3276,696,163,2024-08-11,4
3283,9634,221,2024-11-04,3
3285,3999,63,2024-12-08,4
3288,4290,266,2024-09-01,2
3289,213,75,2024-07-16,2
3300,3255,80,2024-05-24,3
3301,3975,70,2024-06-01,1
3303,4720,377,2024-01-02,3
3305,6025,121,2024-08-05,2
3308,3063,293,2024-07-01,2
3310,5056,492,2024-04-07,2
3317,2514,254,2024-10-08,1
3322,1790,71,2024-04-22,3
3323,1509,70,2024-07-16,1
3325,2901,49,2024-06-24,4
3333,7953,208,2024-08-13,4
3339,8339,426,2024-08-19,2
3343,2469,96,2024-10-20,3
3350,9445,132,2024-08-15,4
3351,8111,321,2024-05-09,4
3354,8161,128,2024-01-01,5
3358,1859,47,2024-04-11,4
3365,3243,150,2024-12-13,1
3368,2249,69,2024-09-16,2
3370,8735,302,2024-09-18,4
3375,4798,32,2024-10-22,1
3384,3507,326,2024-02-01,5
3385,1897,395,2024-10-19,3
3389,4810,433,2024-05-17,3
3390,9958,315,2024-08-05,4
3392,1323,398,2024-04-15,5
3393,1269,426,2024-01-28,2
3395,7933,131,2024-10-19,4
3407,2650,176,2024-04-25,4
3410,9046,84,2024-11-29,1
